commitID, type1, type2, type3, bugID
b7e523660406b1fc00e0304c2734e0900caf5a48,False,False,False,REEF-982,REEF-982,REEF-982
8657733fd20d370eb83aaba0d49f9c01e04d4112,False,False,False,REEF-1756,REEF-1756,REEF-1756
11201cbdc5bdf588d0f8f3804d33a52dd0f160da,True,False,True,REEF-1629,REEF-1629,REEF-1629
96725fa7719d4c1bd020c1a6acdffee735af6479,True,False,True,REEF-1753,REEF-1753
0d78bf8220a012c5d1b83db930ed431cfd521572,False,False,False,REEF-1680,REEF-1680,REEF-1680
d0b6752384700790a302c1dd9d1f10f384d69ba8,False,False,False,REEF-1490,REEF-1490,REEF-1490
8b7189bd764cea5421d4810fd5b024b935e3e67c,False,False,False,REEF-839,REEF-839,REEF-839
9f35d246e1af3a347d343f58fe17548d291a8d62,False,True,True,REEF-855,REEF-855,REEF-855
1038a6da822ad591daaefea0cf518ccf860a9ea4,False,False,False,REEF-1517,REEF-1517,REEF-1517
ad896d1956d496fc06685ede4aad9627fdb9a07b,False,False,False,REEF-1134,REEF-1134,REEF-1134
a921ca1a9a9b2b8fe413329d2a6aa60fbb172c98,False,False,False,REEF-127,REEF-127
f9f0e63b3bfce9ad03ebc86f780fea81f16b7e7d,False,False,False,REEF-859,REEF-859,REEF-859
ed66b6e991df55036a97f02ff52ed13cc71f4565,True,False,True,REEF-588,REEF-588,REEF-588
92e50d8f7dbdacb1ad24d02eeaf9e2686cde48c5,True,False,True,REEF-808,REEF-808,REEF-808
20369d4d4736553269b2d44b1fa2ed352bdfc286,True,True,True,REEF-1179,REEF-1013
66d3d696337966c1b99441e800f01fe1e2219249,False,False,False,REEF-1443,REEF-1443,REEF-1443
b5538939385588d155372c0fe124224d1bc12017,False,False,False,REEF-1395,REEF-1395,REEF-1395
c001de6e73a4a7dd072bdbd5875cb7e2d62dd22b,False,False,False,REEF-894,REEF-894,REEF-894
f6a1c09f5f8ff0ce25a07695a3ec99350382e68a,False,False,False,REEF-1185
9b16d54cdef4c68e580e3dc0625ef9fc9043cfdf,False,False,False,REEF-613,REEF-613,REEF-613
c0ddb8d3f1042ba92c4170b675ddd02a7525c082,False,False,False,REEF-2013,REEF-2013,REEF-2013
7a07abcf6a4564e2c9ab91434227d1ca32d8e770,False,False,False,REEF-276,REEF-276,REEF-276
095c3c6d6e66e4918dbab9c265c4428d571279dc,False,False,False,REEF-1007,REEF-1007,REEF-1007
765d7f616844ed947549465ce991b9ee71b4c190,False,False,False,REEF-1685,REEF-1685,REEF-1685
d7c1b6632a4a213a0ec456629f17b2617d93ead2,False,False,False,REEF-18
3df726738abe66fea090fdce198d8bc445c4c8cb,True,False,True,REEF-1753
0d5a006adadcba216c42d969fe6972cd31a283dc,False,False,False,REEF-948,REEF-948,REEF-948
00ac1d06a144f92f519ae53cf960e88827034a4a,False,False,False,REEF-1232,REEF-1232,REEF-1232
234a91a1c45fbda7a5e7b8407b15f9cf1e090fd9,False,False,False,REEF-706,REEF-706,REEF-706
73bfc0a635a51d8376993421f7149757f323c9a0,False,False,False,REEF-1280,REEF-1280,REEF-1280
e6e7b3b6579e962337e6e0e17ca96b3128bc4b99,False,False,False,REEF-233,REEF-233,REEF-233
cf42937fc7582c9e375d05b7ef3efcc75b348c31,False,False,False,REEF-1670,REEF-1670,REEF-1670
3686317b332e9a82b1b4dcc1f9cf56b29ffd5e17,False,False,False,REEF-244,REEF-244,REEF-244
